"ID","age","race","gender","know","lang","item","response","task"
"195A",40,"White","female","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"195A",40,"White","female","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"195A",40,"White","female","Unknowledgeable","Generic","q_flex2",0,"flexibility"
"195A",40,"White","female","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"195A",40,"White","female","Unknowledgeable","Generic","q_cat1",0,"category"
"195A",40,"White","female","Unknowledgeable","Generic","q_cat2",1,"category"
"195A",40,"White","female","Unknowledgeable","Generic","q_cat3",0,"category"
"195A",40,"White","female","Unknowledgeable","Generic","q_homo1",2,"homogeneity"
"195A",40,"White","female","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_flex1",0,"flexibility"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_flex2",1,"flexibility"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_flex3",1,"flexibility"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_cat1",0,"category"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_cat2",1,"category"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_cat3",1,"category"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_homo1",1,"homogeneity"
"196A",51,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_homo2",4,"homogeneity"
"197A",60,"White","male","Knowledgeable","Generic","K_Check1",0,"know_check"
"197A",60,"White","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"197A",60,"White","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"197A",60,"White","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"197A",60,"White","male","Knowledgeable","Generic","q_flex1",0,"flexibility"
"197A",60,"White","male","Knowledgeable","Generic","q_flex2",1,"flexibility"
"197A",60,"White","male","Knowledgeable","Generic","q_flex3",1,"flexibility"
"197A",60,"White","male","Knowledgeable","Generic","q_cat1",0,"category"
"197A",60,"White","male","Knowledgeable","Generic","q_cat2",1,"category"
"197A",60,"White","male","Knowledgeable","Generic","q_cat3",1,"category"
"197A",60,"White","male","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"197A",60,"White","male","Knowledgeable","Generic","q_homo2",5,"homogeneity"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","q_flex3",1,"flexibility"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","q_cat1",0,"category"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","q_cat2",1,"category"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","q_cat3",1,"category"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","q_homo1",5,"homogeneity"
"198A",38,"Black or African American","female","Unknowledgeable","Generic","q_homo2",4,"homogeneity"
"199A",37,"White","female","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"199A",37,"White","female","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"199A",37,"White","female","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"199A",37,"White","female","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"199A",37,"White","female","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"199A",37,"White","female","Unknowledgeable","Specific","q_flex2",1,"flexibility"
"199A",37,"White","female","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"199A",37,"White","female","Unknowledgeable","Specific","q_cat1",0,"category"
"199A",37,"White","female","Unknowledgeable","Specific","q_cat2",1,"category"
"199A",37,"White","female","Unknowledgeable","Specific","q_cat3",1,"category"
"199A",37,"White","female","Unknowledgeable","Specific","q_homo1",3,"homogeneity"
"199A",37,"White","female","Unknowledgeable","Specific","q_homo2",5,"homogeneity"
"19A",31,"White","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"19A",31,"White","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"19A",31,"White","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"19A",31,"White","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"19A",31,"White","male","Knowledgeable","Generic","q_flex1",0,"flexibility"
"19A",31,"White","male","Knowledgeable","Generic","q_flex2",0,"flexibility"
"19A",31,"White","male","Knowledgeable","Generic","q_flex3",0,"flexibility"
"19A",31,"White","male","Knowledgeable","Generic","q_cat1",0,"category"
"19A",31,"White","male","Knowledgeable","Generic","q_cat2",1,"category"
"19A",31,"White","male","Knowledgeable","Generic","q_cat3",1,"category"
"19A",31,"White","male","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"19A",31,"White","male","Knowledgeable","Generic","q_homo2",5,"homogeneity"
"1A",51,"Asian","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"1A",51,"Asian","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"1A",51,"Asian","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"1A",51,"Asian","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"1A",51,"Asian","male","Knowledgeable","Generic","q_flex1",1,"flexibility"
"1A",51,"Asian","male","Knowledgeable","Generic","q_flex2",0,"flexibility"
"1A",51,"Asian","male","Knowledgeable","Generic","q_flex3",1,"flexibility"
"1A",51,"Asian","male","Knowledgeable","Generic","q_cat1",1,"category"
"1A",51,"Asian","male","Knowledgeable","Generic","q_cat2",1,"category"
"1A",51,"Asian","male","Knowledgeable","Generic","q_cat3",1,"category"
"1A",51,"Asian","male","Knowledgeable","Generic","q_homo1",4,"homogeneity"
"1A",51,"Asian","male","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"200A",20,"Asian","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"200A",20,"Asian","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"200A",20,"Asian","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"200A",20,"Asian","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"200A",20,"Asian","male","Knowledgeable","Generic","q_flex1",0,"flexibility"
"200A",20,"Asian","male","Knowledgeable","Generic","q_flex2",0,"flexibility"
"200A",20,"Asian","male","Knowledgeable","Generic","q_flex3",0,"flexibility"
"200A",20,"Asian","male","Knowledgeable","Generic","q_cat1",1,"category"
"200A",20,"Asian","male","Knowledgeable","Generic","q_cat2",1,"category"
"200A",20,"Asian","male","Knowledgeable","Generic","q_cat3",1,"category"
"200A",20,"Asian","male","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"200A",20,"Asian","male","Knowledgeable","Generic","q_homo2",3,"homogeneity"
"201A",35,"White","female","Knowledgeable","Specific","K_Check1",1,"know_check"
"201A",35,"White","female","Knowledgeable","Specific","K_Check2",1,"know_check"
"201A",35,"White","female","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"201A",35,"White","female","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"201A",35,"White","female","Knowledgeable","Specific","q_flex1",0,"flexibility"
"201A",35,"White","female","Knowledgeable","Specific","q_flex2",1,"flexibility"
"201A",35,"White","female","Knowledgeable","Specific","q_flex3",1,"flexibility"
"201A",35,"White","female","Knowledgeable","Specific","q_cat1",0,"category"
"201A",35,"White","female","Knowledgeable","Specific","q_cat2",1,"category"
"201A",35,"White","female","Knowledgeable","Specific","q_cat3",1,"category"
"201A",35,"White","female","Knowledgeable","Specific","q_homo1",3,"homogeneity"
"201A",35,"White","female","Knowledgeable","Specific","q_homo2",NA,"homogeneity"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_flex1",1,"flexibility"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_flex2",0,"flexibility"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_flex3",0,"flexibility"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_cat1",0,"category"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_cat2",0,"category"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_cat3",0,"category"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_homo1",1,"homogeneity"
"202A",42,"American Indian or Alaskan Native","male","Knowledgeable","Specific","q_homo2",1,"homogeneity"
"203A",28,"Black or African American","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"203A",28,"Black or African American","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"203A",28,"Black or African American","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"203A",28,"Black or African American","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"203A",28,"Black or African American","male","Knowledgeable","Generic","q_flex1",0,"flexibility"
"203A",28,"Black or African American","male","Knowledgeable","Generic","q_flex2",1,"flexibility"
"203A",28,"Black or African American","male","Knowledgeable","Generic","q_flex3",1,"flexibility"
"203A",28,"Black or African American","male","Knowledgeable","Generic","q_cat1",0,"category"
"203A",28,"Black or African American","male","Knowledgeable","Generic","q_cat2",1,"category"
"203A",28,"Black or African American","male","Knowledgeable","Generic","q_cat3",1,"category"
"203A",28,"Black or African American","male","Knowledgeable","Generic","q_homo1",4,"homogeneity"
"203A",28,"Black or African American","male","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"204A",26,"White","male","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"204A",26,"White","male","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"204A",26,"White","male","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"204A",26,"White","male","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"204A",26,"White","male","Unknowledgeable","Generic","q_flex1",1,"flexibility"
"204A",26,"White","male","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"204A",26,"White","male","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"204A",26,"White","male","Unknowledgeable","Generic","q_cat1",0,"category"
"204A",26,"White","male","Unknowledgeable","Generic","q_cat2",1,"category"
"204A",26,"White","male","Unknowledgeable","Generic","q_cat3",0,"category"
"204A",26,"White","male","Unknowledgeable","Generic","q_homo1",3,"homogeneity"
"204A",26,"White","male","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"205A",18,"Asian","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"205A",18,"Asian","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"205A",18,"Asian","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"205A",18,"Asian","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"205A",18,"Asian","male","Knowledgeable","Specific","q_flex1",0,"flexibility"
"205A",18,"Asian","male","Knowledgeable","Specific","q_flex2",1,"flexibility"
"205A",18,"Asian","male","Knowledgeable","Specific","q_flex3",1,"flexibility"
"205A",18,"Asian","male","Knowledgeable","Specific","q_cat1",0,"category"
"205A",18,"Asian","male","Knowledgeable","Specific","q_cat2",0,"category"
"205A",18,"Asian","male","Knowledgeable","Specific","q_cat3",0,"category"
"205A",18,"Asian","male","Knowledgeable","Specific","q_homo1",1,"homogeneity"
"205A",18,"Asian","male","Knowledgeable","Specific","q_homo2",2,"homogeneity"
"206A",26,"Asian","female","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"206A",26,"Asian","female","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"206A",26,"Asian","female","Unknowledgeable","Generic","U_Check1",0,"unknow_check"
"206A",26,"Asian","female","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"206A",26,"Asian","female","Unknowledgeable","Generic","q_flex1",1,"flexibility"
"206A",26,"Asian","female","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"206A",26,"Asian","female","Unknowledgeable","Generic","q_flex3",1,"flexibility"
"206A",26,"Asian","female","Unknowledgeable","Generic","q_cat1",0,"category"
"206A",26,"Asian","female","Unknowledgeable","Generic","q_cat2",1,"category"
"206A",26,"Asian","female","Unknowledgeable","Generic","q_cat3",NA,"category"
"206A",26,"Asian","female","Unknowledgeable","Generic","q_homo1",4,"homogeneity"
"206A",26,"Asian","female","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"207A",30,"White","male","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"207A",30,"White","male","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"207A",30,"White","male","Unknowledgeable","Generic","U_Check1",0,"unknow_check"
"207A",30,"White","male","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"207A",30,"White","male","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"207A",30,"White","male","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"207A",30,"White","male","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"207A",30,"White","male","Unknowledgeable","Generic","q_cat1",0,"category"
"207A",30,"White","male","Unknowledgeable","Generic","q_cat2",1,"category"
"207A",30,"White","male","Unknowledgeable","Generic","q_cat3",0,"category"
"207A",30,"White","male","Unknowledgeable","Generic","q_homo1",3,"homogeneity"
"207A",30,"White","male","Unknowledgeable","Generic","q_homo2",2,"homogeneity"
"208A",26,"White","female","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"208A",26,"White","female","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"208A",26,"White","female","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"208A",26,"White","female","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"208A",26,"White","female","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"208A",26,"White","female","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"208A",26,"White","female","Unknowledgeable","Generic","q_flex3",1,"flexibility"
"208A",26,"White","female","Unknowledgeable","Generic","q_cat1",0,"category"
"208A",26,"White","female","Unknowledgeable","Generic","q_cat2",1,"category"
"208A",26,"White","female","Unknowledgeable","Generic","q_cat3",0,"category"
"208A",26,"White","female","Unknowledgeable","Generic","q_homo1",2,"homogeneity"
"208A",26,"White","female","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","K_Check1",1,"know_check"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","K_Check2",1,"know_check"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","q_flex1",0,"flexibility"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","q_flex2",0,"flexibility"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","q_flex3",0,"flexibility"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","q_cat1",0,"category"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","q_cat2",0,"category"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","q_cat3",0,"category"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","q_homo1",3,"homogeneity"
"209A",30,"American Indian or Alaskan Native","nonbinary","Knowledgeable","Specific","q_homo2",3,"homogeneity"
"20A",46,"White","male","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"20A",46,"White","male","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"20A",46,"White","male","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"20A",46,"White","male","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"20A",46,"White","male","Unknowledgeable","Generic","q_flex1",1,"flexibility"
"20A",46,"White","male","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"20A",46,"White","male","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"20A",46,"White","male","Unknowledgeable","Generic","q_cat1",0,"category"
"20A",46,"White","male","Unknowledgeable","Generic","q_cat2",1,"category"
"20A",46,"White","male","Unknowledgeable","Generic","q_cat3",1,"category"
"20A",46,"White","male","Unknowledgeable","Generic","q_homo1",3,"homogeneity"
"20A",46,"White","male","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"210A",20,"White","male","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"210A",20,"White","male","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"210A",20,"White","male","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"210A",20,"White","male","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"210A",20,"White","male","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"210A",20,"White","male","Unknowledgeable","Specific","q_flex2",0,"flexibility"
"210A",20,"White","male","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"210A",20,"White","male","Unknowledgeable","Specific","q_cat1",0,"category"
"210A",20,"White","male","Unknowledgeable","Specific","q_cat2",0,"category"
"210A",20,"White","male","Unknowledgeable","Specific","q_cat3",0,"category"
"210A",20,"White","male","Unknowledgeable","Specific","q_homo1",3,"homogeneity"
"210A",20,"White","male","Unknowledgeable","Specific","q_homo2",2,"homogeneity"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","q_cat1",0,"category"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","q_cat2",1,"category"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","q_cat3",0,"category"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","q_homo1",2,"homogeneity"
"211A",39,"White","nonbinary","Unknowledgeable","Generic","q_homo2",2,"homogeneity"
"212A",34,"","female","Knowledgeable","Specific","K_Check1",1,"know_check"
"212A",34,"","female","Knowledgeable","Specific","K_Check2",1,"know_check"
"212A",34,"","female","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"212A",34,"","female","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"212A",34,"","female","Knowledgeable","Specific","q_flex1",1,"flexibility"
"212A",34,"","female","Knowledgeable","Specific","q_flex2",1,"flexibility"
"212A",34,"","female","Knowledgeable","Specific","q_flex3",1,"flexibility"
"212A",34,"","female","Knowledgeable","Specific","q_cat1",0,"category"
"212A",34,"","female","Knowledgeable","Specific","q_cat2",1,"category"
"212A",34,"","female","Knowledgeable","Specific","q_cat3",1,"category"
"212A",34,"","female","Knowledgeable","Specific","q_homo1",4,"homogeneity"
"212A",34,"","female","Knowledgeable","Specific","q_homo2",3,"homogeneity"
"213A",26,"White","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"213A",26,"White","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"213A",26,"White","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"213A",26,"White","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"213A",26,"White","male","Knowledgeable","Generic","q_flex1",0,"flexibility"
"213A",26,"White","male","Knowledgeable","Generic","q_flex2",1,"flexibility"
"213A",26,"White","male","Knowledgeable","Generic","q_flex3",1,"flexibility"
"213A",26,"White","male","Knowledgeable","Generic","q_cat1",0,"category"
"213A",26,"White","male","Knowledgeable","Generic","q_cat2",1,"category"
"213A",26,"White","male","Knowledgeable","Generic","q_cat3",0,"category"
"213A",26,"White","male","Knowledgeable","Generic","q_homo1",4,"homogeneity"
"213A",26,"White","male","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"214A",18,"White","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"214A",18,"White","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"214A",18,"White","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"214A",18,"White","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"214A",18,"White","male","Knowledgeable","Generic","q_flex1",1,"flexibility"
"214A",18,"White","male","Knowledgeable","Generic","q_flex2",1,"flexibility"
"214A",18,"White","male","Knowledgeable","Generic","q_flex3",1,"flexibility"
"214A",18,"White","male","Knowledgeable","Generic","q_cat1",0,"category"
"214A",18,"White","male","Knowledgeable","Generic","q_cat2",1,"category"
"214A",18,"White","male","Knowledgeable","Generic","q_cat3",0,"category"
"214A",18,"White","male","Knowledgeable","Generic","q_homo1",3,"homogeneity"
"214A",18,"White","male","Knowledgeable","Generic","q_homo2",3,"homogeneity"
"215A",24,"Asian","female","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"215A",24,"Asian","female","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"215A",24,"Asian","female","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"215A",24,"Asian","female","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"215A",24,"Asian","female","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"215A",24,"Asian","female","Unknowledgeable","Generic","q_flex2",0,"flexibility"
"215A",24,"Asian","female","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"215A",24,"Asian","female","Unknowledgeable","Generic","q_cat1",0,"category"
"215A",24,"Asian","female","Unknowledgeable","Generic","q_cat2",1,"category"
"215A",24,"Asian","female","Unknowledgeable","Generic","q_cat3",0,"category"
"215A",24,"Asian","female","Unknowledgeable","Generic","q_homo1",2,"homogeneity"
"215A",24,"Asian","female","Unknowledgeable","Generic","q_homo2",4,"homogeneity"
"216A",29,"Asian","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"216A",29,"Asian","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"216A",29,"Asian","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"216A",29,"Asian","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"216A",29,"Asian","male","Knowledgeable","Specific","q_flex1",1,"flexibility"
"216A",29,"Asian","male","Knowledgeable","Specific","q_flex2",1,"flexibility"
"216A",29,"Asian","male","Knowledgeable","Specific","q_flex3",1,"flexibility"
"216A",29,"Asian","male","Knowledgeable","Specific","q_cat1",0,"category"
"216A",29,"Asian","male","Knowledgeable","Specific","q_cat2",0,"category"
"216A",29,"Asian","male","Knowledgeable","Specific","q_cat3",0,"category"
"216A",29,"Asian","male","Knowledgeable","Specific","q_homo1",1,"homogeneity"
"216A",29,"Asian","male","Knowledgeable","Specific","q_homo2",1,"homogeneity"
"217A",20,"White","female","Knowledgeable","Generic","K_Check1",1,"know_check"
"217A",20,"White","female","Knowledgeable","Generic","K_Check2",1,"know_check"
"217A",20,"White","female","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"217A",20,"White","female","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"217A",20,"White","female","Knowledgeable","Generic","q_flex1",1,"flexibility"
"217A",20,"White","female","Knowledgeable","Generic","q_flex2",1,"flexibility"
"217A",20,"White","female","Knowledgeable","Generic","q_flex3",1,"flexibility"
"217A",20,"White","female","Knowledgeable","Generic","q_cat1",1,"category"
"217A",20,"White","female","Knowledgeable","Generic","q_cat2",1,"category"
"217A",20,"White","female","Knowledgeable","Generic","q_cat3",1,"category"
"217A",20,"White","female","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"217A",20,"White","female","Knowledgeable","Generic","q_homo2",5,"homogeneity"
"218A",32,"White","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"218A",32,"White","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"218A",32,"White","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"218A",32,"White","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"218A",32,"White","male","Knowledgeable","Specific","q_flex1",1,"flexibility"
"218A",32,"White","male","Knowledgeable","Specific","q_flex2",1,"flexibility"
"218A",32,"White","male","Knowledgeable","Specific","q_flex3",1,"flexibility"
"218A",32,"White","male","Knowledgeable","Specific","q_cat1",0,"category"
"218A",32,"White","male","Knowledgeable","Specific","q_cat2",1,"category"
"218A",32,"White","male","Knowledgeable","Specific","q_cat3",1,"category"
"218A",32,"White","male","Knowledgeable","Specific","q_homo1",2,"homogeneity"
"218A",32,"White","male","Knowledgeable","Specific","q_homo2",3,"homogeneity"
"219A",30,"White","female","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"219A",30,"White","female","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"219A",30,"White","female","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"219A",30,"White","female","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"219A",30,"White","female","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"219A",30,"White","female","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"219A",30,"White","female","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"219A",30,"White","female","Unknowledgeable","Generic","q_cat1",0,"category"
"219A",30,"White","female","Unknowledgeable","Generic","q_cat2",0,"category"
"219A",30,"White","female","Unknowledgeable","Generic","q_cat3",1,"category"
"219A",30,"White","female","Unknowledgeable","Generic","q_homo1",3,"homogeneity"
"219A",30,"White","female","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","q_flex2",0,"flexibility"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","q_cat1",0,"category"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","q_cat2",1,"category"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","q_cat3",NA,"category"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","q_homo1",5,"homogeneity"
"21A",70,"Black or African American","female","Unknowledgeable","Specific","q_homo2",5,"homogeneity"
"220A",33,"White","female","Knowledgeable","Specific","K_Check1",1,"know_check"
"220A",33,"White","female","Knowledgeable","Specific","K_Check2",1,"know_check"
